gene_id,gene_name,gt,paean,salmon,kallisto,featureCounts,rsem,paean_acc,salmon_acc,kallisto_acc,featureCounts_acc,rsem_acc
ENSG00000131401.11,NAPSB,169,152,116,124,152,62,89.9408284,68.63905325,73.37278107,89.9408284,36.68639053
ENSG00000058600.16,POLR3E,9,7,5,7,7,4,77.77777778,55.55555556,77.77777778,77.77777778,44.44444444
ENSG00000108179.14,PPIF,18,17,11,15,17,8,94.44444444,61.11111111,83.33333333,94.44444444,44.44444444
ENSG00000115423.19,DNAH6,27,21,14,12,21,10,77.77777778,51.85185185,44.44444444,77.77777778,37.03703704
ENSG00000163378.14,EOGT,111,105,86,94,104,69,94.59459459,77.47747748,84.68468468,93.69369369,62.16216216
ENSG00000137486.17,ARRB1,6,4,2,1,4,0,66.66666667,33.33333333,16.66666667,66.66666667,0
ENSG00000110900.16,TSPAN11,112,103,63,74,101,44,91.96428571,56.25,66.07142857,90.17857143,39.28571429
ENSG00000248491.6,AC093772.1,143,140,0,0,0,0,97.9020979,0,0,0,0
ENSG00000258962.2,AL121839.1,41,40,32,31,37,20,97.56097561,78.04878049,75.6097561,90.24390244,48.7804878
ENSG00000224815.3,AL691447.1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000107518.18,ATRNL1,156,135,81,99,135,50,86.53846154,51.92307692,63.46153846,86.53846154,32.05128205
ENSG00000136574.18,GATA4,34,30,25,28,30,21,88.23529412,73.52941176,82.35294118,88.23529412,61.76470588
ENSG00000086589.12,RBM22,10,9,3,4,9,1,90,30,40,90,10
ENSG00000106211.10,HSPB1,18,16,9,9,16,5,88.88888889,50,50,88.88888889,27.77777778
ENSG00000199806.1,RNA5SP491,26,9,0,0,8,0,34.61538462,0,0,30.76923077,0
ENSG00000254847.1,AC009806.1,55,46,36,36,45,16,83.63636364,65.45454545,65.45454545,81.81818182,29.09090909
ENSG00000197345.13,MRPL21,7,6,5,3,6,1,85.71428571,71.42857143,42.85714286,85.71428571,14.28571429
ENSG00000177427.13,MIEF2,115,109,87,96,108,62,94.7826087,75.65217391,83.47826087,93.91304348,53.91304348
ENSG00000138764.15,CCNG2,3,2,1,2,2,0,66.66666667,33.33333333,66.66666667,66.66666667,0
ENSG00000238933.1,Y_RNA,2,0,0,0,0,0,0,0,0,0,0
ENSG00000070501.12,POLB,577,518,353,359,514,223,89.77469671,61.17850953,62.21837088,89.08145581,38.64818024
ENSG00000115053.17,NCL,91,89,70,81,89,52,97.8021978,76.92307692,89.01098901,97.8021978,57.14285714
ENSG00000259028.1,AL135746.1,125,110,61,70,110,25,88,48.8,56,88,20
ENSG00000149177.13,PTPRJ,22,21,15,20,21,12,95.45454545,68.18181818,90.90909091,95.45454545,54.54545455
ENSG00000172349.17,IL16,892,840,682,812,806,567,94.17040359,76.4573991,91.03139013,90.35874439,63.56502242
ENSG00000067064.11,IDI1,5,4,4,1,4,1,80,80,20,80,20
ENSG00000168899.5,VAMP5,97,83,46,48,82,20,85.56701031,47.42268041,49.48453608,84.53608247,20.6185567
ENSG00000139641.13,ESYT1,2,1,0,0,0,0,50,0,0,0,0
ENSG00000274124.1,AC074029.3,12,9,2,3,9,0,75,16.66666667,25,75,0
ENSG00000071994.11,PDCD2,108,100,65,82,99,51,92.59259259,60.18518519,75.92592593,91.66666667,47.22222222
ENSG00000144231.11,POLR2D,284,269,212,221,242,164,94.71830986,74.64788732,77.81690141,85.21126761,57.74647887
ENSG00000207705.2,MIR129-1,5,0,0,0,0,0,0,0,0,0,0
ENSG00000095787.23,WAC,69,64,51,65,64,35,92.75362319,73.91304348,94.20289855,92.75362319,50.72463768
ENSG00000233003.4,CICP26,98,93,73,82,92,58,94.89795918,74.48979592,83.67346939,93.87755102,59.18367347
ENSG00000156858.12,PRR14,280,259,207,242,258,161,92.5,73.92857143,86.42857143,92.14285714,57.5
ENSG00000177335.11,C8orf31,22,20,18,18,20,15,90.90909091,81.81818182,81.81818182,90.90909091,68.18181818
ENSG00000277146.1,AC013734.1,5,2,0,0,2,0,40,0,0,40,0
ENSG00000249890.1,AC107401.1,78,65,49,45,62,23,83.33333333,62.82051282,57.69230769,79.48717949,29.48717949
ENSG00000133895.17,MEN1,44,42,33,33,42,24,95.45454545,75,75,95.45454545,54.54545455
ENSG00000258887.3,AL160237.2,67,49,44,37,49,16,73.13432836,65.67164179,55.2238806,73.13432836,23.88059701
ENSG00000120907.18,ADRA1A,14,12,10,11,12,5,85.71428571,71.42857143,78.57142857,85.71428571,35.71428571
ENSG00000228714.4,AL691420.1,30,28,21,21,28,16,93.33333333,70,70,93.33333333,53.33333333
ENSG00000120727.13,PAIP2,24,22,14,17,19,12,91.66666667,58.33333333,70.83333333,79.16666667,50
ENSG00000185049.16,NELFA,13,10,4,4,10,2,76.92307692,30.76923077,30.76923077,76.92307692,15.38461538
ENSG00000144161.13,ZC3H8,639,584,438,523,583,336,91.39280125,68.54460094,81.84663537,91.23630673,52.58215962
ENSG00000251649.2,LINC02379,12,10,6,5,10,1,83.33333333,50,41.66666667,83.33333333,8.333333333
ENSG00000175265.17,GOLGA8A,350,297,283,325,218,233,84.85714286,80.85714286,92.85714286,62.28571429,66.57142857
ENSG00000123096.12,SSPN,208,199,160,191,153,133,95.67307692,76.92307692,91.82692308,73.55769231,63.94230769
ENSG00000231548.2,OR55B1P,34,31,20,22,31,16,91.17647059,58.82352941,64.70588235,91.17647059,47.05882353
ENSG00000162813.18,BPNT1,70,59,48,40,59,21,84.28571429,68.57142857,57.14285714,84.28571429,30
ENSG00000132153.15,DHX30,46,44,37,44,42,28,95.65217391,80.43478261,95.65217391,91.30434783,60.86956522
ENSG00000092199.18,HNRNPC,150,133,99,99,131,71,88.66666667,66,66,87.33333333,47.33333333
ENSG00000198719.9,DLL1,130,125,108,121,112,87,96.15384615,83.07692308,93.07692308,86.15384615,66.92307692
ENSG00000163686.15,ABHD6,469,448,328,377,447,245,95.52238806,69.93603412,80.38379531,95.30916844,52.23880597
ENSG00000035681.9,NSMAF,132,109,81,73,107,30,82.57575758,61.36363636,55.3030303,81.06060606,22.72727273
ENSG00000108100.18,CCNY,56,48,26,32,48,16,85.71428571,46.42857143,57.14285714,85.71428571,28.57142857
ENSG00000215375.6,MYL5,206,189,139,164,172,107,91.74757282,67.47572816,79.61165049,83.49514563,51.94174757
ENSG00000107186.17,MPDZ,706,676,543,654,674,453,95.75070822,76.9121813,92.63456091,95.4674221,64.16430595
ENSG00000230246.7,SPATA31C1,197,174,149,176,173,126,88.3248731,75.63451777,89.34010152,87.81725888,63.95939086
ENSG00000231532.6,LINC01249,268,252,215,237,251,163,94.02985075,80.2238806,88.43283582,93.65671642,60.82089552
ENSG00000287634.1,AC114277.1,326,286,200,187,286,92,87.73006135,61.34969325,57.36196319,87.73006135,28.2208589
ENSG00000225449.3,RAB6C-AS1,5,3,3,3,2,1,60,60,60,40,20
ENSG00000235023.1,AP001626.1,137,130,107,122,130,89,94.89051095,78.10218978,89.05109489,94.89051095,64.96350365
ENSG00000260704.1,LINC00543,114,104,83,92,104,70,91.22807018,72.80701754,80.70175439,91.22807018,61.40350877
ENSG00000076003.5,MCM6,105,102,86,98,101,72,97.14285714,81.9047619,93.33333333,96.19047619,68.57142857
ENSG00000118557.16,PMFBP1,279,269,222,259,268,167,96.41577061,79.56989247,92.83154122,96.05734767,59.85663082
ENSG00000141378.15,PTRH2,197,188,144,186,188,123,95.43147208,73.0964467,94.41624365,95.43147208,62.43654822
ENSG00000108342.13,CSF3,14,12,6,4,10,2,85.71428571,42.85714286,28.57142857,71.42857143,14.28571429
ENSG00000021574.13,SPAST,724,676,535,612,672,445,93.37016575,73.89502762,84.53038674,92.81767956,61.4640884
ENSG00000175707.9,KDF1,491,466,371,391,466,249,94.90835031,75.56008147,79.63340122,94.90835031,50.71283096
ENSG00000189430.13,NCR1,95,90,50,57,85,39,94.73684211,52.63157895,60,89.47368421,41.05263158
ENSG00000166352.17,IFTAP,46,40,22,22,36,12,86.95652174,47.82608696,47.82608696,78.26086957,26.08695652
ENSG00000264247.2,LINC00909,42,38,27,24,38,15,90.47619048,64.28571429,57.14285714,90.47619048,35.71428571
ENSG00000239886.5,KRTAP9-2,10,7,4,3,6,2,70,40,30,60,20
ENSG00000049249.9,TNFRSF9,24,23,18,21,23,15,95.83333333,75,87.5,95.83333333,62.5
ENSG00000189195.15,BTBD8,33,32,26,30,32,22,96.96969697,78.78787879,90.90909091,96.96969697,66.66666667
ENSG00000284657.1,AL031432.5,11,10,5,8,10,5,90.90909091,45.45454545,72.72727273,90.90909091,45.45454545
ENSG00000107036.12,RIC1,40,39,34,38,35,27,97.5,85,95,87.5,67.5
ENSG00000250748.6,AC025419.1,113,110,73,76,73,47,97.34513274,64.60176991,67.25663717,64.60176991,41.59292035
ENSG00000090339.9,ICAM1,21,20,18,19,14,14,95.23809524,85.71428571,90.47619048,66.66666667,66.66666667
ENSG00000215301.11,DDX3X,108,105,87,102,105,73,97.22222222,80.55555556,94.44444444,97.22222222,67.59259259
ENSG00000130561.17,SAG,58,53,47,54,53,43,91.37931034,81.03448276,93.10344828,91.37931034,74.13793103
ENSG00000036257.13,CUL3,4887,4659,3580,4347,3803,2897,95.33456108,73.25557602,88.95027624,77.81870268,59.27972171
ENSG00000202144.1,Y_RNA,9,2,0,0,2,0,22.22222222,0,0,22.22222222,0
ENSG00000154864.13,PIEZO2,101,94,53,69,93,40,93.06930693,52.47524752,68.31683168,92.07920792,39.6039604
ENSG00000181666.18,ZNF875,12,10,7,6,10,6,83.33333333,58.33333333,50,83.33333333,50
ENSG00000068615.19,REEP1,22,19,16,19,19,11,86.36363636,72.72727273,86.36363636,86.36363636,50
ENSG00000157637.13,SLC38A10,121,114,90,98,89,76,94.21487603,74.38016529,80.99173554,73.55371901,62.80991736
ENSG00000196628.20,TCF4,225,214,169,198,213,142,95.11111111,75.11111111,88,94.66666667,63.11111111
ENSG00000253214.2,AC079209.1,46,45,37,39,45,34,97.82608696,80.43478261,84.7826087,97.82608696,73.91304348
ENSG00000049540.18,ELN,155,146,121,132,144,94,94.19354839,78.06451613,85.16129032,92.90322581,60.64516129
ENSG00000278884.1,CU634019.2,6,1,1,3,1,0,16.66666667,16.66666667,50,16.66666667,0
ENSG00000258710.8,LINC01193,202,162,128,131,162,96,80.1980198,63.36633663,64.85148515,80.1980198,47.52475248
ENSG00000226281.4,AL031123.1,13,11,8,9,9,5,84.61538462,61.53846154,69.23076923,69.23076923,38.46153846
ENSG00000172943.20,PHF8,5,4,3,3,4,2,80,60,60,80,40
ENSG00000239219.2,AC008040.1,36,33,9,9,0,6,91.66666667,25,25,0,16.66666667
ENSG00000131650.14,KREMEN2,56,50,39,44,39,30,89.28571429,69.64285714,78.57142857,69.64285714,53.57142857
ENSG00000079689.14,SCGN,102,95,68,82,94,49,93.1372549,66.66666667,80.39215686,92.15686275,48.03921569
ENSG00000126218.12,F10,52,45,31,23,44,15,86.53846154,59.61538462,44.23076923,84.61538462,28.84615385
ENSG00000181163.14,NPM1,163,135,110,119,133,87,82.82208589,67.48466258,73.00613497,81.59509202,53.37423313
ENSG00000090530.10,P3H2,1063,1017,789,929,1015,623,95.67262465,74.22389464,87.39416745,95.48447789,58.60771402
ENSG00000225683.6,PACRG-AS3,583,552,443,471,549,341,94.68267581,75.98627787,80.7890223,94.16809605,58.49056604
ENSG00000118473.22,SGIP1,31,29,20,20,27,16,93.5483871,64.51612903,64.51612903,87.09677419,51.61290323
ENSG00000196159.14,FAT4,876,858,688,852,857,579,97.94520548,78.53881279,97.26027397,97.83105023,66.09589041
ENSG00000109819.9,PPARGC1A,103,85,60,57,85,23,82.52427184,58.25242718,55.33980583,82.52427184,22.33009709
ENSG00000232940.6,HCG25,81,74,44,42,40,24,91.35802469,54.32098765,51.85185185,49.38271605,29.62962963
ENSG00000230461.9,PROX1-AS1,134,115,101,75,115,56,85.82089552,75.37313433,55.97014925,85.82089552,41.79104478
ENSG00000167842.16,MIS12,17,16,6,8,13,4,94.11764706,35.29411765,47.05882353,76.47058824,23.52941176
ENSG00000100364.19,KIAA0930,45,44,25,30,44,19,97.77777778,55.55555556,66.66666667,97.77777778,42.22222222
ENSG00000143337.19,TOR1AIP1,20,16,11,12,16,8,80,55,60,80,40
ENSG00000235227.1,VN1R38P,24,23,17,16,23,10,95.83333333,70.83333333,66.66666667,95.83333333,41.66666667
ENSG00000198930.13,CSAG1,5,4,2,0,4,0,80,40,0,80,0
ENSG00000233471.2,KRT18P62,35,32,23,26,32,12,91.42857143,65.71428571,74.28571429,91.42857143,34.28571429
ENSG00000188976.11,NOC2L,64,58,42,45,57,25,90.625,65.625,70.3125,89.0625,39.0625
ENSG00000252322.1,RN7SKP244,18,17,8,5,17,0,94.44444444,44.44444444,27.77777778,94.44444444,0
ENSG00000109775.11,UFSP2,48,39,33,24,37,8,81.25,68.75,50,77.08333333,16.66666667
ENSG00000124532.15,MRS2,1408,1344,1057,1276,1050,876,95.45454545,75.07102273,90.625,74.57386364,62.21590909
ENSG00000157168.20,NRG1,385,365,287,336,366,218,94.80519481,74.54545455,87.27272727,95.06493506,56.62337662
ENSG00000135549.15,PKIB,9,8,7,8,8,7,88.88888889,77.77777778,88.88888889,88.88888889,77.77777778
ENSG00000251789.2,RNU4-57P,8,2,1,0,2,0,25,12.5,0,25,0
ENSG00000125107.18,CNOT1,305,292,228,269,245,190,95.73770492,74.75409836,88.19672131,80.32786885,62.29508197
ENSG00000225815.2,AC092669.1,23,20,15,15,19,10,86.95652174,65.2173913,65.2173913,82.60869565,43.47826087
ENSG00000212446.1,RNU6-131P,13,3,0,0,1,0,23.07692308,0,0,7.692307692,0
ENSG00000162374.18,ELAVL4,201,192,146,172,192,109,95.52238806,72.63681592,85.5721393,95.52238806,54.22885572
ENSG00000256994.2,LINC02378,6,5,5,4,5,1,83.33333333,83.33333333,66.66666667,83.33333333,16.66666667
ENSG00000138757.15,G3BP2,176,168,141,144,168,104,95.45454545,80.11363636,81.81818182,95.45454545,59.09090909
ENSG00000012983.11,MAP4K5,23,17,14,11,17,8,73.91304348,60.86956522,47.82608696,73.91304348,34.7826087
ENSG00000101158.15,NELFCD,397,369,270,317,365,220,92.94710327,68.01007557,79.8488665,91.9395466,55.41561713
ENSG00000169427.8,KCNK9,58,55,46,57,55,40,94.82758621,79.31034483,98.27586207,94.82758621,68.96551724
ENSG00000108828.16,VAT1,19,15,14,4,15,4,78.94736842,73.68421053,21.05263158,78.94736842,21.05263158
ENSG00000240103.2,AC132825.1,543,502,366,450,473,277,92.44935543,67.40331492,82.87292818,87.10865562,51.01289134
ENSG00000152642.11,GPD1L,25,18,10,13,18,8,72,40,52,72,32
ENSG00000259150.6,LINC00929,47,40,32,36,40,25,85.10638298,68.08510638,76.59574468,85.10638298,53.19148936
ENSG00000133131.15,MORC4,14,13,1,1,1,1,92.85714286,7.142857143,7.142857143,7.142857143,7.142857143
ENSG00000080503.24,SMARCA2,211,195,157,157,191,112,92.41706161,74.40758294,74.40758294,90.52132701,53.08056872
ENSG00000174171.6,AC020659.1,1677,1627,1346,1522,568,1137,97.01848539,80.26237329,90.75730471,33.87000596,67.79964222
ENSG00000175866.15,BAIAP2,155,146,90,100,139,56,94.19354839,58.06451613,64.51612903,89.67741935,36.12903226
ENSG00000161048.11,NAPEPLD,166,152,110,134,149,74,91.56626506,66.26506024,80.72289157,89.75903614,44.57831325
ENSG00000178104.19,PDE4DIP,22,15,12,17,15,8,68.18181818,54.54545455,77.27272727,68.18181818,36.36363636
ENSG00000149970.16,CNKSR2,157,146,115,132,143,86,92.99363057,73.24840764,84.07643312,91.08280255,54.77707006
ENSG00000169554.22,ZEB2,346,337,275,322,311,238,97.39884393,79.47976879,93.06358382,89.88439306,68.78612717
ENSG00000207454.1,RNU6-1104P,191,41,0,0,37,0,21.46596859,0,0,19.37172775,0
ENSG00000048405.10,ZNF800,68,67,56,63,66,46,98.52941176,82.35294118,92.64705882,97.05882353,67.64705882
ENSG00000287927.1,AC100801.2,818,776,629,673,771,466,94.86552567,76.89486553,82.27383863,94.25427873,56.96821516
ENSG00000172775.17,PSME3IP1,47,45,35,35,41,28,95.74468085,74.46808511,74.46808511,87.23404255,59.57446809
ENSG00000226031.5,FGF13-AS1,173,162,87,65,113,40,93.6416185,50.28901734,37.57225434,65.31791908,23.12138728
ENSG00000174669.12,SLC29A2,333,311,270,279,274,206,93.39339339,81.08108108,83.78378378,82.28228228,61.86186186
ENSG00000113327.17,GABRG2,251,240,192,227,240,158,95.61752988,76.4940239,90.43824701,95.61752988,62.94820717
ENSG00000162772.17,ATF3,28,25,17,20,25,12,89.28571429,60.71428571,71.42857143,89.28571429,42.85714286
ENSG00000127419.17,TMEM175,8,7,4,5,7,4,87.5,50,62.5,87.5,50
ENSG00000253932.1,AC019270.1,231,219,175,200,218,138,94.80519481,75.75757576,86.58008658,94.37229437,59.74025974
ENSG00000188994.13,ZNF292,26,24,15,19,24,11,92.30769231,57.69230769,73.07692308,92.30769231,42.30769231
ENSG00000258625.2,OR11H5P,29,26,20,20,25,12,89.65517241,68.96551724,68.96551724,86.20689655,41.37931034
ENSG00000231057.4,AC096637.2,71,66,48,57,65,37,92.95774648,67.6056338,80.28169014,91.54929577,52.11267606
ENSG00000133943.21,DGLUCY,551,508,356,420,500,258,92.19600726,64.60980036,76.22504537,90.74410163,46.82395644
ENSG00000004777.18,ARHGAP33,179,164,125,151,153,100,91.62011173,69.83240223,84.3575419,85.47486034,55.86592179
ENSG00000229309.2,AL353633.1,6,5,2,4,5,0,83.33333333,33.33333333,66.66666667,83.33333333,0
ENSG00000090924.15,PLEKHG2,34,28,18,16,28,10,82.35294118,52.94117647,47.05882353,82.35294118,29.41176471
ENSG00000205329.2,OR6C3,129,118,81,81,118,61,91.47286822,62.79069767,62.79069767,91.47286822,47.28682171
ENSG00000270987.1,AL133338.2,2,1,1,1,1,1,50,50,50,50,50
ENSG00000126953.8,TIMM8A,63,57,45,49,57,27,90.47619048,71.42857143,77.77777778,90.47619048,42.85714286
ENSG00000180660.8,MAB21L1,108,105,87,96,105,72,97.22222222,80.55555556,88.88888889,97.22222222,66.66666667
ENSG00000175820.4,CCDC168,1884,1850,1547,1866,1670,1347,98.19532909,82.11252654,99.04458599,88.64118896,71.49681529
ENSG00000274808.5,TBC1D3B,29,12,22,14,7,7,41.37931034,75.86206897,48.27586207,24.13793103,24.13793103
ENSG00000265531.3,FCGR1CP,50,42,31,33,36,22,84,62,66,72,44
ENSG00000248265.2,FLJ12825,17,16,0,0,0,0,94.11764706,0,0,0,0
ENSG00000089327.15,FXYD5,254,238,160,180,236,124,93.7007874,62.99212598,70.86614173,92.91338583,48.81889764
ENSG00000150990.8,DHX37,23,20,15,10,20,8,86.95652174,65.2173913,43.47826087,86.95652174,34.7826087
ENSG00000261408.7,TEN1-CDK3,101,95,9,15,0,7,94.05940594,8.910891089,14.85148515,0,6.930693069
ENSG00000152977.10,ZIC1,8,6,3,3,3,1,75,37.5,37.5,37.5,12.5
ENSG00000237401.8,LINC01304,539,514,419,486,513,342,95.36178108,77.73654917,90.16697588,95.17625232,63.45083488
ENSG00000143303.12,RRNAD1,2,1,0,0,1,0,50,0,0,50,0
ENSG00000200591.1,Y_RNA,1,0,0,0,0,0,0,0,0,0,0
ENSG00000248309.7,MEF2C-AS1,7,3,1,2,3,0,42.85714286,14.28571429,28.57142857,42.85714286,0
ENSG00000204882.4,GPR20,10,9,7,6,9,3,90,70,60,90,30
ENSG00000116117.18,PARD3B,13,12,9,9,12,8,92.30769231,69.23076923,69.23076923,92.30769231,61.53846154
ENSG00000127824.14,TUBA4A,174,164,128,144,117,104,94.25287356,73.56321839,82.75862069,67.24137931,59.77011494
ENSG00000104529.17,EEF1D,67,58,44,42,27,30,86.56716418,65.67164179,62.68656716,40.29850746,44.7761194
ENSG00000109065.12,NAT9,168,141,76,58,138,35,83.92857143,45.23809524,34.52380952,82.14285714,20.83333333
ENSG00000237943.7,PRKCQ-AS1,46,40,21,28,40,17,86.95652174,45.65217391,60.86956522,86.95652174,36.95652174
ENSG00000005844.19,ITGAL,1,0,0,0,0,0,0,0,0,0,0
ENSG00000255305.1,AP004607.7,19,13,11,16,13,8,68.42105263,57.89473684,84.21052632,68.42105263,42.10526316
ENSG00000055070.17,SZRD1,52,45,24,27,43,19,86.53846154,46.15384615,51.92307692,82.69230769,36.53846154
ENSG00000144488.15,ESPNL,205,198,155,188,198,136,96.58536585,75.6097561,91.70731707,96.58536585,66.34146341
ENSG00000175155.11,YPEL2,130,126,103,119,126,88,96.92307692,79.23076923,91.53846154,96.92307692,67.69230769
ENSG00000232360.1,AP000281.2,5,4,3,3,4,1,80,60,60,80,20
ENSG00000226771.1,AP001136.1,11,9,8,3,9,0,81.81818182,72.72727273,27.27272727,81.81818182,0
ENSG00000179632.10,MAF1,7,6,3,4,4,3,85.71428571,42.85714286,57.14285714,57.14285714,42.85714286
ENSG00000071189.21,SNX13,57,51,41,42,51,29,89.47368421,71.92982456,73.68421053,89.47368421,50.87719298
ENSG00000235823.3,OLMALINC,99,93,64,77,92,56,93.93939394,64.64646465,77.77777778,92.92929293,56.56565657
ENSG00000101680.15,LAMA1,1889,1815,1493,1769,1753,1279,96.08258338,79.03652726,93.6474325,92.8004235,67.7077819
ENSG00000188716.5,DUSP29,84,69,49,43,69,20,82.14285714,58.33333333,51.19047619,82.14285714,23.80952381
ENSG00000119508.18,NR4A3,82,78,58,73,78,46,95.12195122,70.73170732,89.02439024,95.12195122,56.09756098
ENSG00000255248.9,MIR100HG,171,158,117,120,158,87,92.39766082,68.42105263,70.1754386,92.39766082,50.87719298
ENSG00000153310.19,CYRIB,80,73,49,32,69,19,91.25,61.25,40,86.25,23.75
ENSG00000201811.1,SNORA71,2,1,0,0,0,0,50,0,0,0,0
ENSG00000141480.18,ARRB2,497,458,341,382,456,250,92.15291751,68.61167002,76.861167,91.75050302,50.30181087
ENSG00000215357.2,HSPD1P8,176,163,125,147,162,97,92.61363636,71.02272727,83.52272727,92.04545455,55.11363636
ENSG00000232046.7,LINC01798,86,75,40,51,75,21,87.20930233,46.51162791,59.30232558,87.20930233,24.41860465
ENSG00000147381.11,MAGEA4,99,97,71,86,97,55,97.97979798,71.71717172,86.86868687,97.97979798,55.55555556
ENSG00000177302.15,TOP3A,39,36,14,11,36,7,92.30769231,35.8974359,28.20512821,92.30769231,17.94871795
ENSG00000163071.11,SPATA18,135,120,73,74,119,46,88.88888889,54.07407407,54.81481481,88.14814815,34.07407407
ENSG00000226822.3,LINC02785,76,71,54,65,71,46,93.42105263,71.05263158,85.52631579,93.42105263,60.52631579
ENSG00000259275.4,AC087477.2,20,18,15,13,18,9,90,75,65,90,45
ENSG00000251442.6,LINC01094,31,30,28,28,30,19,96.77419355,90.32258065,90.32258065,96.77419355,61.29032258
ENSG00000130528.12,HRC,38,33,25,29,32,18,86.84210526,65.78947368,76.31578947,84.21052632,47.36842105
ENSG00000170779.11,CDCA4,113,107,73,89,85,62,94.69026549,64.60176991,78.76106195,75.22123894,54.86725664
ENSG00000125124.13,BBS2,42,39,21,18,39,12,92.85714286,50,42.85714286,92.85714286,28.57142857
ENSG00000163161.14,ERCC3,15,13,7,7,13,7,86.66666667,46.66666667,46.66666667,86.66666667,46.66666667
ENSG00000109501.14,WFS1,9,8,4,4,7,2,88.88888889,44.44444444,44.44444444,77.77777778,22.22222222
ENSG00000166454.10,ATMIN,166,162,132,153,160,115,97.59036145,79.51807229,92.1686747,96.38554217,69.27710843
ENSG00000106460.19,TMEM106B,353,340,284,333,339,247,96.31728045,80.45325779,94.33427762,96.03399433,69.97167139
ENSG00000210181.1,RNU6ATAC4P,12,5,0,0,3,0,41.66666667,0,0,25,0
ENSG00000147869.5,CER1,23,20,17,16,20,10,86.95652174,73.91304348,69.56521739,86.95652174,43.47826087
ENSG00000284735.1,AL139424.3,78,59,51,41,59,29,75.64102564,65.38461538,52.56410256,75.64102564,37.17948718
ENSG00000271701.1,AC098483.2,17,13,10,11,13,5,76.47058824,58.82352941,64.70588235,76.47058824,29.41176471
ENSG00000121210.16,TMEM131L,46,44,36,41,42,27,95.65217391,78.26086957,89.13043478,91.30434783,58.69565217
ENSG00000225083.2,GRTP1-AS1,27,23,12,16,20,12,85.18518519,44.44444444,59.25925926,74.07407407,44.44444444
ENSG00000128272.15,ATF4,87,77,61,71,77,51,88.50574713,70.11494253,81.6091954,88.50574713,58.62068966
ENSG00000175387.16,SMAD2,303,294,245,290,294,207,97.02970297,80.85808581,95.70957096,97.02970297,68.31683168
ENSG00000182732.18,RGS6,602,578,448,563,570,381,96.01328904,74.41860465,93.52159468,94.68438538,63.28903654
ENSG00000229022.1,AL365366.1,29,27,13,17,27,7,93.10344828,44.82758621,58.62068966,93.10344828,24.13793103
ENSG00000109099.16,PMP22,108,98,82,86,93,61,90.74074074,75.92592593,79.62962963,86.11111111,56.48148148
ENSG00000167173.19,C15orf39,66,56,36,39,56,23,84.84848485,54.54545455,59.09090909,84.84848485,34.84848485
ENSG00000130717.13,UCK1,64,61,36,39,56,23,95.3125,56.25,60.9375,87.5,35.9375
ENSG00000273111.6,LYPD4,94,89,69,65,87,36,94.68085106,73.40425532,69.14893617,92.55319149,38.29787234
ENSG00000280049.1,AC079597.1,12,11,4,5,11,2,91.66666667,33.33333333,41.66666667,91.66666667,16.66666667
ENSG00000223382.5,LINC01778,56,47,37,30,47,23,83.92857143,66.07142857,53.57142857,83.92857143,41.07142857
ENSG00000157557.13,ETS2,63,62,53,60,61,45,98.41269841,84.12698413,95.23809524,96.82539683,71.42857143
ENSG00000081307.14,UBA5,45,43,34,37,43,25,95.55555556,75.55555556,82.22222222,95.55555556,55.55555556
ENSG00000154556.18,SORBS2,40,35,24,27,35,21,87.5,60,67.5,87.5,52.5
ENSG00000109832.14,DDX25,173,167,102,130,159,84,96.53179191,58.95953757,75.14450867,91.90751445,48.55491329
ENSG00000139998.16,RAB15,124,119,98,113,119,82,95.96774194,79.03225806,91.12903226,95.96774194,66.12903226
ENSG00000071626.17,DAZAP1,155,143,114,130,140,92,92.25806452,73.5483871,83.87096774,90.32258065,59.35483871
ENSG00000140859.16,KIFC3,143,114,66,40,112,29,79.72027972,46.15384615,27.97202797,78.32167832,20.27972028
ENSG00000183513.9,COA5,16,12,13,8,12,6,75,81.25,50,75,37.5
ENSG00000270569.1,AC068276.1,4,3,2,3,3,0,75,50,75,75,0
ENSG00000181191.12,PJA1,195,173,105,107,171,63,88.71794872,53.84615385,54.87179487,87.69230769,32.30769231
ENSG00000175115.13,PACS1,79,66,36,36,66,23,83.5443038,45.56962025,45.56962025,83.5443038,29.11392405
ENSG00000075391.17,RASAL2,3,2,1,1,2,0,66.66666667,33.33333333,33.33333333,66.66666667,0
ENSG00000138075.14,ABCG5,440,428,353,407,409,294,97.27272727,80.22727273,92.5,92.95454545,66.81818182
ENSG00000258890.7,CEP95,1025,932,625,667,869,443,90.92682927,60.97560976,65.07317073,84.7804878,43.2195122
ENSG00000103319.12,EEF2K,39,30,17,19,6,8,76.92307692,43.58974359,48.71794872,15.38461538,20.51282051
ENSG00000206102.2,KRTAP19-8,6,5,1,2,5,1,83.33333333,16.66666667,33.33333333,83.33333333,16.66666667
ENSG00000005436.14,GCFC2,22,20,12,19,18,9,90.90909091,54.54545455,86.36363636,81.81818182,40.90909091
ENSG00000277350.2,AL353770.4,58,52,35,41,51,33,89.65517241,60.34482759,70.68965517,87.93103448,56.89655172
ENSG00000170638.10,TRABD,22,21,17,19,16,13,95.45454545,77.27272727,86.36363636,72.72727273,59.09090909
ENSG00000134253.10,TRIM45,4,3,3,2,3,3,75,75,50,75,75
ENSG00000109943.9,CRTAM,96,77,48,48,77,24,80.20833333,50,50,80.20833333,25
