gene_id,gene_name,gt,paean,salmon,kallisto,featureCounts,rsem,paean_acc,salmon_acc,kallisto_acc,featureCounts_acc,rsem_acc
ENSG00000163382.12,NAXE,44,39,29,30,39,22,88.63636364,65.90909091,68.18181818,88.63636364,50
ENSG00000277632.2,CCL3,28,27,24,22,0,15,96.42857143,85.71428571,78.57142857,0,53.57142857
ENSG00000237471.2,AC073115.2,9,8,6,4,8,3,88.88888889,66.66666667,44.44444444,88.88888889,33.33333333
ENSG00000128534.8,LSM8,36,33,26,28,33,22,91.66666667,72.22222222,77.77777778,91.66666667,61.11111111
ENSG00000241956.10,AC109466.1,25,21,16,17,20,10,84,64,68,80,40
ENSG00000166783.22,MARF1,443,430,345,398,408,275,97.06546275,77.87810384,89.84198646,92.0993228,62.07674944
ENSG00000128626.12,MRPS12,20,19,11,13,19,10,95,55,65,95,50
ENSG00000259248.7,USP3-AS1,7,6,6,3,6,3,85.71428571,85.71428571,42.85714286,85.71428571,42.85714286
ENSG00000090863.12,GLG1,1128,1094,912,1059,1093,762,96.9858156,80.85106383,93.88297872,96.89716312,67.55319149
ENSG00000203930.12,LINC00632,8,7,6,6,7,3,87.5,75,75,87.5,37.5
ENSG00000258702.3,AL137786.1,110,98,69,76,95,56,89.09090909,62.72727273,69.09090909,86.36363636,50.90909091
ENSG00000049323.16,LTBP1,32,29,17,21,29,11,90.625,53.125,65.625,90.625,34.375
ENSG00000116717.13,GADD45A,15,14,9,10,14,6,93.33333333,60,66.66666667,93.33333333,40
ENSG00000230830.1,ARPP21-AS1,32,31,21,17,31,5,96.875,65.625,53.125,96.875,15.625
ENSG00000161609.10,KASH5,140,133,101,116,133,81,95,72.14285714,82.85714286,95,57.85714286
ENSG00000177084.18,POLE,212,194,140,150,194,104,91.50943396,66.03773585,70.75471698,91.50943396,49.05660377
ENSG00000122033.14,MTIF3,10,7,5,7,7,3,70,50,70,70,30
ENSG00000184500.16,PROS1,86,76,65,75,76,54,88.37209302,75.58139535,87.20930233,88.37209302,62.79069767
ENSG00000230102.8,LINC02028,180,160,124,127,160,76,88.88888889,68.88888889,70.55555556,88.88888889,42.22222222
ENSG00000228340.6,MIR646HG,20,13,6,8,13,4,65,30,40,65,20
ENSG00000253896.3,AC144568.2,191,143,117,132,137,76,74.86910995,61.2565445,69.10994764,71.72774869,39.79057592
ENSG00000179136.7,LINC00670,265,245,166,199,245,128,92.45283019,62.64150943,75.09433962,92.45283019,48.30188679
ENSG00000234456.8,MAGI2-AS3,78,72,50,47,72,32,92.30769231,64.1025641,60.25641026,92.30769231,41.02564103
ENSG00000204669.11,C9orf57,7,6,4,5,6,3,85.71428571,57.14285714,71.42857143,85.71428571,42.85714286
ENSG00000178996.14,SNX18,16,12,10,11,12,7,75,62.5,68.75,75,43.75
ENSG00000230314.7,ELOVL2-AS1,135,127,95,113,127,78,94.07407407,70.37037037,83.7037037,94.07407407,57.77777778
ENSG00000227408.1,AMYP1,267,169,141,167,118,111,63.29588015,52.80898876,62.54681648,44.19475655,41.57303371
ENSG00000140798.16,ABCC12,172,166,136,149,166,95,96.51162791,79.06976744,86.62790698,96.51162791,55.23255814
ENSG00000230006.7,ANKRD36BP2,18,17,12,13,17,8,94.44444444,66.66666667,72.22222222,94.44444444,44.44444444
ENSG00000197386.12,HTT,294,248,139,118,247,71,84.3537415,47.27891156,40.13605442,84.01360544,24.14965986
ENSG00000108061.12,SHOC2,356,338,253,323,337,212,94.94382022,71.06741573,90.73033708,94.66292135,59.5505618
ENSG00000164111.15,ANXA5,64,60,45,46,58,31,93.75,70.3125,71.875,90.625,48.4375
ENSG00000177731.16,FLII,61,53,29,27,52,17,86.8852459,47.54098361,44.26229508,85.24590164,27.86885246
ENSG00000131389.17,SLC6A6,822,790,640,780,753,538,96.10705596,77.85888078,94.89051095,91.60583942,65.45012165
ENSG00000237877.7,LINC01473,169,147,81,100,122,53,86.98224852,47.92899408,59.17159763,72.18934911,31.36094675
ENSG00000133195.11,SLC39A11,9,8,4,4,8,1,88.88888889,44.44444444,44.44444444,88.88888889,11.11111111
ENSG00000084764.12,MAPRE3,18,16,9,12,16,7,88.88888889,50,66.66666667,88.88888889,38.88888889
ENSG00000139428.12,MMAB,11,9,6,5,6,3,81.81818182,54.54545455,45.45454545,54.54545455,27.27272727
ENSG00000204219.11,TCEA3,3,2,2,0,2,0,66.66666667,66.66666667,0,66.66666667,0
ENSG00000146857.4,STRA8,13,11,6,7,8,4,84.61538462,46.15384615,53.84615385,61.53846154,30.76923077
ENSG00000136875.13,PRPF4,34,30,24,30,30,22,88.23529412,70.58823529,88.23529412,88.23529412,64.70588235
ENSG00000115239.24,ASB3,106,95,58,75,95,48,89.62264151,54.71698113,70.75471698,89.62264151,45.28301887
ENSG00000167077.13,MEI1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000131475.7,VPS25,19,17,7,8,17,5,89.47368421,36.84210526,42.10526316,89.47368421,26.31578947
ENSG00000163938.17,GNL3,8,7,3,2,7,2,87.5,37.5,25,87.5,25
ENSG00000229950.1,TFAP2A-AS1,54,52,28,41,39,22,96.2962963,51.85185185,75.92592593,72.22222222,40.74074074
ENSG00000101665.9,SMAD7,161,153,119,143,153,91,95.0310559,73.91304348,88.81987578,95.0310559,56.52173913
ENSG00000132016.11,C19orf57,21,20,17,18,20,14,95.23809524,80.95238095,85.71428571,95.23809524,66.66666667
ENSG00000198554.12,WDHD1,152,135,107,77,134,50,88.81578947,70.39473684,50.65789474,88.15789474,32.89473684
ENSG00000234277.3,LINC01641,13,12,8,10,12,6,92.30769231,61.53846154,76.92307692,92.30769231,46.15384615
ENSG00000125388.20,GRK4,24,19,14,12,19,12,79.16666667,58.33333333,50,79.16666667,50
ENSG00000257869.1,AL139023.1,53,41,30,23,41,14,77.35849057,56.60377358,43.39622642,77.35849057,26.41509434
ENSG00000101974.14,ATP11C,253,250,205,245,250,168,98.81422925,81.02766798,96.83794466,98.81422925,66.40316206
ENSG00000147526.20,TACC1,13,11,6,5,11,3,84.61538462,46.15384615,38.46153846,84.61538462,23.07692308
ENSG00000105696.9,TMEM59L,21,19,15,20,19,12,90.47619048,71.42857143,95.23809524,90.47619048,57.14285714
ENSG00000105655.19,ISYNA1,79,72,49,62,72,39,91.13924051,62.02531646,78.48101266,91.13924051,49.36708861
ENSG00000144935.15,TRPC1,21,19,17,18,19,13,90.47619048,80.95238095,85.71428571,90.47619048,61.9047619
ENSG00000171476.22,HOPX,138,126,97,95,123,64,91.30434783,70.28985507,68.84057971,89.13043478,46.37681159
ENSG00000100316.16,RPL3,41,39,29,27,39,16,95.12195122,70.73170732,65.85365854,95.12195122,39.02439024
ENSG00000080644.16,CHRNA3,13,9,6,6,8,2,69.23076923,46.15384615,46.15384615,61.53846154,15.38461538
ENSG00000104814.13,MAP4K1,1744,1622,1366,1515,1376,968,93.00458716,78.32568807,86.86926606,78.89908257,55.50458716
ENSG00000121871.4,SLITRK3,193,186,143,176,186,116,96.37305699,74.09326425,91.19170984,96.37305699,60.10362694
ENSG00000162191.14,UBXN1,26,24,20,17,24,11,92.30769231,76.92307692,65.38461538,92.30769231,42.30769231
ENSG00000253352.10,TUG1,75,69,54,60,40,41,92,72,80,53.33333333,54.66666667
ENSG00000237001.7,WASF3-AS1,532,482,358,368,478,216,90.60150376,67.29323308,69.17293233,89.84962406,40.60150376
ENSG00000169126.16,ARMC4,70,59,47,50,59,30,84.28571429,67.14285714,71.42857143,84.28571429,42.85714286
ENSG00000225116.1,AL353193.1,11,9,3,3,9,0,81.81818182,27.27272727,27.27272727,81.81818182,0
ENSG00000133742.14,CA1,177,147,104,56,143,33,83.05084746,58.75706215,31.63841808,80.79096045,18.6440678
ENSG00000219549.1,AL607077.1,36,29,22,22,28,7,80.55555556,61.11111111,61.11111111,77.77777778,19.44444444
ENSG00000161533.12,ACOX1,724,700,591,665,675,488,96.68508287,81.62983425,91.85082873,93.2320442,67.40331492
ENSG00000024526.17,DEPDC1,1146,1056,825,940,974,659,92.14659686,71.9895288,82.02443281,84.991274,57.504363
ENSG00000182333.15,LIPF,11,10,9,8,10,5,90.90909091,81.81818182,72.72727273,90.90909091,45.45454545
ENSG00000237529.2,AL137847.2,3,2,2,2,2,0,66.66666667,66.66666667,66.66666667,66.66666667,0
ENSG00000108960.9,MMD,6,5,5,5,5,2,83.33333333,83.33333333,83.33333333,83.33333333,33.33333333
ENSG00000109332.20,UBE2D3,48,44,20,25,43,14,91.66666667,41.66666667,52.08333333,89.58333333,29.16666667
ENSG00000204904.7,LINC01545,31,25,18,11,25,7,80.64516129,58.06451613,35.48387097,80.64516129,22.58064516
ENSG00000004846.16,ABCB5,683,666,523,624,665,435,97.51098097,76.57393851,91.36163982,97.36456808,63.68960469
ENSG00000226339.1,RPS26P56,25,18,2,0,18,0,72,8,0,72,0
ENSG00000257097.1,CLIP1-AS1,14,11,3,1,9,0,78.57142857,21.42857143,7.142857143,64.28571429,0
ENSG00000081026.19,MAGI3,166,158,129,148,158,109,95.18072289,77.71084337,89.15662651,95.18072289,65.6626506
ENSG00000106554.13,CHCHD3,4,0,0,0,0,0,0,0,0,0,0
ENSG00000138758.12,SEPTIN11,18,17,12,10,16,8,94.44444444,66.66666667,55.55555556,88.88888889,44.44444444
ENSG00000075568.17,TMEM131,78,72,52,49,72,32,92.30769231,66.66666667,62.82051282,92.30769231,41.02564103
ENSG00000184611.12,KCNH7,217,208,166,201,195,131,95.85253456,76.49769585,92.62672811,89.86175115,60.36866359
ENSG00000164627.18,KIF6,186,167,131,116,161,78,89.78494624,70.43010753,62.3655914,86.55913978,41.93548387
ENSG00000101871.16,MID1,333,322,242,311,321,206,96.6966967,72.67267267,93.39339339,96.3963964,61.86186186
ENSG00000134160.14,TRPM1,463,435,327,373,347,272,93.9524838,70.62634989,80.56155508,74.94600432,58.74730022
ENSG00000266354.1,MIR4776-1,4,0,0,0,0,0,0,0,0,0,0
ENSG00000145730.20,PAM,90,79,49,55,79,31,87.77777778,54.44444444,61.11111111,87.77777778,34.44444444
ENSG00000169220.18,RGS14,102,96,77,85,96,61,94.11764706,75.49019608,83.33333333,94.11764706,59.80392157
ENSG00000197912.16,SPG7,504,472,376,425,471,315,93.65079365,74.6031746,84.32539683,93.45238095,62.5
ENSG00000184887.13,BTBD6,350,338,249,291,283,198,96.57142857,71.14285714,83.14285714,80.85714286,56.57142857
ENSG00000079739.17,PGM1,2,1,0,1,1,0,50,0,50,50,0
ENSG00000164402.14,SEPTIN8,84,80,69,76,52,53,95.23809524,82.14285714,90.47619048,61.9047619,63.0952381
ENSG00000168306.13,ACOX2,67,61,43,39,60,26,91.04477612,64.17910448,58.20895522,89.55223881,38.80597015
ENSG00000143420.19,ENSA,138,115,62,70,115,34,83.33333333,44.92753623,50.72463768,83.33333333,24.63768116
ENSG00000197008.10,ZNF138,17,16,11,12,16,9,94.11764706,64.70588235,70.58823529,94.11764706,52.94117647
ENSG00000227764.2,LINC01693,34,30,22,25,27,16,88.23529412,64.70588235,73.52941176,79.41176471,47.05882353
ENSG00000120833.14,SOCS2,15,13,10,13,12,8,86.66666667,66.66666667,86.66666667,80,53.33333333
ENSG00000049167.15,ERCC8,19,16,6,4,4,2,84.21052632,31.57894737,21.05263158,21.05263158,10.52631579
ENSG00000204131.9,NHSL2,204,199,151,184,198,126,97.54901961,74.01960784,90.19607843,97.05882353,61.76470588
ENSG00000253948.2,VPS13B-DT,341,319,250,293,298,206,93.5483871,73.31378299,85.92375367,87.39002933,60.41055718
ENSG00000100311.17,PDGFB,25,23,10,15,22,3,92,40,60,88,12
ENSG00000168619.16,ADAM18,110,100,66,78,100,45,90.90909091,60,70.90909091,90.90909091,40.90909091
ENSG00000251732.1,RN7SKP122,32,24,5,11,24,0,75,15.625,34.375,75,0
ENSG00000149557.14,FEZ1,17,15,10,11,15,4,88.23529412,58.82352941,64.70588235,88.23529412,23.52941176
ENSG00000230269.7,LINC02525,31,26,23,23,26,17,83.87096774,74.19354839,74.19354839,83.87096774,54.83870968
ENSG00000136715.19,SAP130,103,98,82,91,97,59,95.14563107,79.61165049,88.34951456,94.17475728,57.2815534
ENSG00000272243.6,AL356277.3,22,18,14,14,18,6,81.81818182,63.63636364,63.63636364,81.81818182,27.27272727
ENSG00000243137.8,PSG4,36,32,17,18,32,7,88.88888889,47.22222222,50,88.88888889,19.44444444
ENSG00000114854.8,TNNC1,11,10,9,7,9,5,90.90909091,81.81818182,63.63636364,81.81818182,45.45454545
ENSG00000101558.14,VAPA,140,138,107,129,137,95,98.57142857,76.42857143,92.14285714,97.85714286,67.85714286
ENSG00000139970.17,RTN1,324,311,251,297,311,201,95.98765432,77.4691358,91.66666667,95.98765432,62.03703704
ENSG00000247828.8,TMEM161B-AS1,118,110,82,88,66,64,93.22033898,69.49152542,74.57627119,55.93220339,54.23728814
ENSG00000169071.15,ROR2,465,446,371,412,444,282,95.91397849,79.78494624,88.60215054,95.48387097,60.64516129
ENSG00000102897.10,LYRM1,5,4,2,3,2,0,80,40,60,40,0
ENSG00000138433.16,CIR1,30,26,13,17,25,6,86.66666667,43.33333333,56.66666667,83.33333333,20
ENSG00000228113.7,AC003991.1,325,281,170,163,195,102,86.46153846,52.30769231,50.15384615,60,31.38461538
ENSG00000069424.15,KCNAB2,3,2,1,2,2,0,66.66666667,33.33333333,66.66666667,66.66666667,0
ENSG00000171557.17,FGG,87,76,61,67,76,44,87.35632184,70.11494253,77.01149425,87.35632184,50.57471264
ENSG00000162458.13,FBLIM1,26,21,9,9,21,6,80.76923077,34.61538462,34.61538462,80.76923077,23.07692308
ENSG00000141258.13,SGSM2,517,495,416,477,444,344,95.74468085,80.46421663,92.26305609,85.88007737,66.5377176
ENSG00000185272.14,RBM11,26,23,17,21,23,14,88.46153846,65.38461538,80.76923077,88.46153846,53.84615385
ENSG00000201852.1,RNU6-702P,6,3,0,0,3,0,50,0,0,50,0
ENSG00000048052.22,HDAC9,202,187,133,160,186,112,92.57425743,65.84158416,79.20792079,92.07920792,55.44554455
ENSG00000240122.1,FABP5P11,6,4,3,2,4,2,66.66666667,50,33.33333333,66.66666667,33.33333333
ENSG00000234622.6,AL683807.2,40,24,20,12,37,9,60,50,30,92.5,22.5
ENSG00000189079.17,ARID2,103,97,80,94,96,70,94.17475728,77.66990291,91.26213592,93.2038835,67.96116505
ENSG00000132376.20,INPP5K,63,61,42,47,60,28,96.82539683,66.66666667,74.6031746,95.23809524,44.44444444
ENSG00000086758.16,HUWE1,135,115,89,84,113,50,85.18518519,65.92592593,62.22222222,83.7037037,37.03703704
ENSG00000145241.11,CENPC,667,605,484,442,601,277,90.70464768,72.56371814,66.26686657,90.10494753,41.52923538
ENSG00000042813.8,ZPBP,37,32,24,12,32,7,86.48648649,64.86486486,32.43243243,86.48648649,18.91891892
ENSG00000147140.17,NONO,407,393,300,368,388,252,96.56019656,73.71007371,90.41769042,95.33169533,61.91646192
ENSG00000134905.17,CARS2,18,15,11,13,15,8,83.33333333,61.11111111,72.22222222,83.33333333,44.44444444
ENSG00000233533.1,MKNK2P1,11,10,9,6,10,4,90.90909091,81.81818182,54.54545455,90.90909091,36.36363636
ENSG00000259504.2,AC026992.1,11,8,3,3,1,2,72.72727273,27.27272727,27.27272727,9.090909091,18.18181818
ENSG00000163214.21,DHX57,679,606,473,417,595,262,89.24889543,69.66126657,61.41384389,87.62886598,38.58615611
ENSG00000050405.13,LIMA1,18,17,2,6,9,2,94.44444444,11.11111111,33.33333333,50,11.11111111
ENSG00000141639.12,MAPK4,145,103,62,75,100,30,71.03448276,42.75862069,51.72413793,68.96551724,20.68965517
ENSG00000138604.10,GLCE,67,64,40,50,64,31,95.52238806,59.70149254,74.62686567,95.52238806,46.26865672
ENSG00000125089.17,SH3TC1,54,46,31,29,46,15,85.18518519,57.40740741,53.7037037,85.18518519,27.77777778
ENSG00000107372.13,ZFAND5,7,5,3,5,4,2,71.42857143,42.85714286,71.42857143,57.14285714,28.57142857
ENSG00000237436.1,CAMTA1-DT,3,2,2,1,2,0,66.66666667,66.66666667,33.33333333,66.66666667,0
ENSG00000173599.15,PC,5,3,2,3,3,1,60,40,60,60,20
ENSG00000164849.10,GPR146,50,47,22,23,34,14,94,44,46,68,28
ENSG00000236719.5,OVAAL,17,13,11,13,13,11,76.47058824,64.70588235,76.47058824,76.47058824,64.70588235
ENSG00000119688.21,ABCD4,68,64,53,47,64,35,94.11764706,77.94117647,69.11764706,94.11764706,51.47058824
ENSG00000144559.10,TAMM41,59,51,40,41,50,31,86.44067797,67.79661017,69.49152542,84.74576271,52.54237288
ENSG00000240875.6,LINC00886,50,40,2,3,3,1,80,4,6,6,2
ENSG00000270781.1,AC091133.6,1,0,0,0,0,0,0,0,0,0,0
ENSG00000249464.6,LINC01091,157,141,89,124,138,71,89.8089172,56.68789809,78.98089172,87.89808917,45.22292994
ENSG00000224310.1,LINC01567,828,775,627,688,771,467,93.59903382,75.72463768,83.09178744,93.11594203,56.40096618
ENSG00000049883.15,PTCD2,79,74,53,54,70,37,93.67088608,67.08860759,68.35443038,88.60759494,46.83544304
ENSG00000113597.18,TRAPPC13,315,290,41,44,70,23,92.06349206,13.01587302,13.96825397,22.22222222,7.301587302
ENSG00000136143.16,SUCLA2,5,4,4,2,3,2,80,80,40,60,40
ENSG00000115514.12,TXNDC9,21,19,18,17,16,13,90.47619048,85.71428571,80.95238095,76.19047619,61.9047619
ENSG00000253480.1,AC122713.1,107,96,72,77,95,37,89.71962617,67.28971963,71.96261682,88.78504673,34.57943925
ENSG00000259256.2,LINC01895,67,60,51,34,59,19,89.55223881,76.11940299,50.74626866,88.05970149,28.35820896
ENSG00000117385.16,P3H1,29,28,26,28,28,24,96.55172414,89.65517241,96.55172414,96.55172414,82.75862069
ENSG00000155329.12,ZCCHC10,286,242,136,84,238,71,84.61538462,47.55244755,29.37062937,83.21678322,24.82517483
ENSG00000173801.17,JUP,15,14,11,8,13,3,93.33333333,73.33333333,53.33333333,86.66666667,20
ENSG00000113580.15,NR3C1,384,368,276,350,366,232,95.83333333,71.875,91.14583333,95.3125,60.41666667
ENSG00000201088.1,Y_RNA,5,3,0,0,3,0,60,0,0,60,0
ENSG00000288015.1,AL159156.1,26,24,18,21,24,14,92.30769231,69.23076923,80.76923077,92.30769231,53.84615385
ENSG00000112624.12,BICRAL,443,429,345,424,428,299,96.83972912,77.87810384,95.71106095,96.61399549,67.49435666
ENSG00000196214.11,ZNF766,42,41,34,39,41,26,97.61904762,80.95238095,92.85714286,97.61904762,61.9047619
ENSG00000122678.17,POLM,19,14,12,7,14,6,73.68421053,63.15789474,36.84210526,73.68421053,31.57894737
ENSG00000186493.13,C5orf38,22,16,7,13,16,2,72.72727273,31.81818182,59.09090909,72.72727273,9.090909091
ENSG00000085788.14,DDHD2,165,141,87,96,138,60,85.45454545,52.72727273,58.18181818,83.63636364,36.36363636
ENSG00000244326.3,RN7SL814P,10,9,1,0,9,0,90,10,0,90,0
ENSG00000126062.4,TMEM115,633,599,492,558,543,368,94.62875197,77.72511848,88.15165877,85.78199052,58.13586098
ENSG00000204394.13,VARS1,227,202,136,111,195,67,88.98678414,59.91189427,48.89867841,85.9030837,29.5154185
ENSG00000112640.16,PPP2R5D,129,119,90,100,73,68,92.24806202,69.76744186,77.51937984,56.58914729,52.71317829
ENSG00000166133.18,RPUSD2,1,0,0,0,0,0,0,0,0,0,0
ENSG00000117691.10,NENF,29,27,21,23,27,19,93.10344828,72.4137931,79.31034483,93.10344828,65.51724138
ENSG00000141756.19,FKBP10,158,148,121,143,146,97,93.67088608,76.58227848,90.50632911,92.40506329,61.39240506
ENSG00000184937.16,WT1,185,177,144,158,176,108,95.67567568,77.83783784,85.40540541,95.13513514,58.37837838
ENSG00000056097.16,ZFR,24,23,16,23,23,16,95.83333333,66.66666667,95.83333333,95.83333333,66.66666667
ENSG00000198055.11,GRK6,36,30,25,24,29,18,83.33333333,69.44444444,66.66666667,80.55555556,50
ENSG00000172269.19,DPAGT1,25,24,11,13,21,8,96,44,52,84,32
ENSG00000250634.6,LINC01182,28,27,19,25,27,15,96.42857143,67.85714286,89.28571429,96.42857143,53.57142857
ENSG00000121578.13,B4GALT4,259,247,187,198,236,130,95.36679537,72.2007722,76.44787645,91.11969112,50.19305019
ENSG00000198246.9,SLC29A3,6123,5754,4332,5219,5752,3469,93.97354238,70.74963253,85.23599543,93.94087865,56.65523436
ENSG00000164169.13,PRMT9,43,39,36,38,39,32,90.69767442,83.72093023,88.37209302,90.69767442,74.41860465
ENSG00000114503.11,NCBP2,138,130,104,121,128,83,94.20289855,75.36231884,87.68115942,92.75362319,60.14492754
ENSG00000286460.1,AC006538.4,196,186,138,169,185,106,94.89795918,70.40816327,86.2244898,94.3877551,54.08163265
ENSG00000173157.17,ADAMTS20,30,28,22,27,28,17,93.33333333,73.33333333,90,93.33333333,56.66666667
ENSG00000177707.11,NECTIN3,237,217,158,193,216,137,91.56118143,66.66666667,81.43459916,91.13924051,57.80590717
ENSG00000155542.12,SETD9,69,64,38,40,40,22,92.75362319,55.07246377,57.97101449,57.97101449,31.88405797
ENSG00000101901.12,ALG13,355,320,222,241,318,159,90.14084507,62.53521127,67.88732394,89.57746479,44.78873239
ENSG00000134363.12,FST,11,10,6,6,9,3,90.90909091,54.54545455,54.54545455,81.81818182,27.27272727
ENSG00000251434.1,AC104071.1,10,8,7,6,8,4,80,70,60,80,40
ENSG00000139620.13,KANSL2,95,90,76,82,91,62,94.73684211,80,86.31578947,95.78947368,65.26315789
ENSG00000223829.6,AC004870.2,71,60,34,36,59,16,84.50704225,47.88732394,50.70422535,83.09859155,22.53521127
ENSG00000226770.1,AC000124.1,8,7,4,7,7,3,87.5,50,87.5,87.5,37.5
ENSG00000155034.19,FBXL18,465,452,385,422,282,327,97.20430108,82.79569892,90.75268817,60.64516129,70.32258065
ENSG00000172878.14,METAP1D,207,177,118,138,176,79,85.50724638,57.00483092,66.66666667,85.02415459,38.16425121
ENSG00000115365.12,LANCL1,65,61,51,60,61,40,93.84615385,78.46153846,92.30769231,93.84615385,61.53846154
ENSG00000147677.11,EIF3H,50,48,36,31,47,24,96,72,62,94,48
ENSG00000286134.2,AC114930.1,209,202,151,157,193,104,96.6507177,72.24880383,75.11961722,92.34449761,49.76076555
ENSG00000157881.16,PANK4,6,5,3,2,5,2,83.33333333,50,33.33333333,83.33333333,33.33333333
ENSG00000079459.13,FDFT1,180,169,125,150,168,100,93.88888889,69.44444444,83.33333333,93.33333333,55.55555556
ENSG00000188352.12,FOCAD,28,22,14,13,21,9,78.57142857,50,46.42857143,75,32.14285714
ENSG00000144331.20,ZNF385B,182,175,131,166,175,106,96.15384615,71.97802198,91.20879121,96.15384615,58.24175824
ENSG00000158864.13,NDUFS2,518,500,381,446,498,301,96.52509653,73.55212355,86.1003861,96.13899614,58.10810811
ENSG00000110075.15,PPP6R3,147,135,108,117,128,86,91.83673469,73.46938776,79.59183673,87.07482993,58.50340136
ENSG00000102100.16,SLC35A2,176,167,145,150,165,107,94.88636364,82.38636364,85.22727273,93.75,60.79545455
ENSG00000287525.1,AL627308.3,71,63,38,50,61,26,88.73239437,53.52112676,70.42253521,85.91549296,36.61971831
ENSG00000231988.1,OFD1P3Y,2,1,1,1,1,0,50,50,50,50,0
ENSG00000125247.16,TMTC4,172,167,123,156,167,106,97.09302326,71.51162791,90.69767442,97.09302326,61.62790698
ENSG00000173641.18,HSPB7,318,303,249,270,302,181,95.28301887,78.30188679,84.90566038,94.96855346,56.91823899
ENSG00000215151.4,ABCD1P2,12,11,7,8,11,4,91.66666667,58.33333333,66.66666667,91.66666667,33.33333333
ENSG00000155269.12,GPR78,6,4,4,5,4,2,66.66666667,66.66666667,83.33333333,66.66666667,33.33333333
ENSG00000087299.12,L2HGDH,209,197,140,136,188,90,94.25837321,66.98564593,65.07177033,89.95215311,43.06220096
ENSG00000115252.18,PDE1A,35,34,27,33,34,24,97.14285714,77.14285714,94.28571429,97.14285714,68.57142857
ENSG00000180803.3,AL157366.1,4,3,2,1,3,0,75,50,25,75,0
ENSG00000145050.19,MANF,18,17,11,13,17,5,94.44444444,61.11111111,72.22222222,94.44444444,27.77777778
ENSG00000026751.17,SLAMF7,237,219,172,195,219,138,92.40506329,72.57383966,82.27848101,92.40506329,58.2278481
ENSG00000145439.12,CBR4,23,19,14,12,18,2,82.60869565,60.86956522,52.17391304,78.26086957,8.695652174
ENSG00000269839.1,AC010620.2,11,10,2,6,10,0,90.90909091,18.18181818,54.54545455,90.90909091,0
ENSG00000100528.12,CNIH1,2628,2532,2082,2419,2530,1672,96.34703196,79.22374429,92.04718417,96.27092846,63.62252664
ENSG00000117394.24,SLC2A1,11,10,9,6,10,4,90.90909091,81.81818182,54.54545455,90.90909091,36.36363636
ENSG00000162976.13,SLC66A3,23,20,18,17,20,14,86.95652174,78.26086957,73.91304348,86.95652174,60.86956522
ENSG00000114541.15,FRMD4B,9,8,0,0,1,0,88.88888889,0,0,11.11111111,0
ENSG00000160867.15,FGFR4,44,41,30,37,41,24,93.18181818,68.18181818,84.09090909,93.18181818,54.54545455
ENSG00000112183.15,RBM24,164,157,117,144,156,96,95.73170732,71.34146341,87.80487805,95.12195122,58.53658537
ENSG00000108825.18,PTGES3L-AARSD1,166,151,23,21,0,14,90.96385542,13.85542169,12.65060241,0,8.43373494
ENSG00000169714.17,CNBP,15,14,11,14,14,8,93.33333333,73.33333333,93.33333333,93.33333333,53.33333333
ENSG00000274569.1,AC024884.1,29,25,20,18,25,10,86.20689655,68.96551724,62.06896552,86.20689655,34.48275862
ENSG00000143786.8,CNIH3,6,5,3,5,5,3,83.33333333,50,83.33333333,83.33333333,50
ENSG00000241818.1,SCG5-AS1,38,30,20,8,28,8,78.94736842,52.63157895,21.05263158,73.68421053,21.05263158
ENSG00000231131.8,LNCAROD,23,22,19,15,22,10,95.65217391,82.60869565,65.2173913,95.65217391,43.47826087
ENSG00000164144.16,ARFIP1,15,10,7,10,10,5,66.66666667,46.66666667,66.66666667,66.66666667,33.33333333
ENSG00000116731.22,PRDM2,10,8,7,7,8,4,80,70,70,80,40
ENSG00000279232.2,AC008522.1,43,42,37,38,3,32,97.6744186,86.04651163,88.37209302,6.976744186,74.41860465
ENSG00000125846.15,ZNF133,807,764,600,710,719,489,94.6716233,74.34944238,87.98017348,89.09541512,60.59479554
ENSG00000276172.1,ELMO2P1,3,2,1,1,2,1,66.66666667,33.33333333,33.33333333,66.66666667,33.33333333
ENSG00000162004.18,CCDC78,390,367,305,324,361,236,94.1025641,78.20512821,83.07692308,92.56410256,60.51282051
ENSG00000139289.13,PHLDA1,138,134,107,131,104,90,97.10144928,77.53623188,94.92753623,75.36231884,65.2173913
ENSG00000180902.18,D2HGDH,207,186,149,161,183,116,89.85507246,71.98067633,77.77777778,88.4057971,56.03864734
ENSG00000257860.6,AC068643.2,10,7,4,0,7,0,70,40,0,70,0
ENSG00000100523.16,DDHD1,20,16,16,8,15,5,80,80,40,75,25
ENSG00000166226.13,CCT2,4,2,3,1,2,0,50,75,25,50,0
ENSG00000140365.16,COMMD4,1149,1081,837,924,1075,689,94.08181027,72.845953,80.41775457,93.55961706,59.96518712
ENSG00000205916.11,DAZ4,133,26,88,100,25,15,19.54887218,66.16541353,75.18796992,18.79699248,11.27819549
ENSG00000139910.20,NOVA1,9,7,5,7,7,4,77.77777778,55.55555556,77.77777778,77.77777778,44.44444444
ENSG00000166845.15,C18orf54,45,43,36,43,43,31,95.55555556,80,95.55555556,95.55555556,68.88888889
ENSG00000178980.15,SELENOW,47,40,22,17,40,9,85.10638298,46.80851064,36.17021277,85.10638298,19.14893617
ENSG00000157036.13,EXOG,71,58,48,51,58,34,81.69014085,67.6056338,71.83098592,81.69014085,47.88732394
